name,bday,date
"('name', 'Julius Cain')","('bday', '17 Mar 1966')","('created_time', '11-11-2018 16:00:08')","('shape', 'Rectangle')","('health', 'Unhealthy')","('id', 1541926022.3373137)"
"('name', 'Leida Hinton')","('bday', '12 Nov 1980')","('created_time', '11-11-2018 16:00:08')","('shape', 'Oval')","('health', 'Unhealthy')","('id', 1541812631.3393095)"
"('name', 'Mammie Hunter')","('bday', '27 Mar 1985')","('created_time', '11-11-2018 16:00:08')","('shape', 'Octagon')","('health', 'Healthy')","('id', 1538161661.3408535)"
"('name', 'Elroy Hamilton')","('bday', '18 Apr 1993')","('created_time', '11-11-2018 16:00:08')","('shape', 'Oval')","('health', 'Healthy')","('id', 1540142383.3423643)"
"('name', 'Lynn Benitez')","('bday', '25 Mar 1981')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1540217371.3443134)"
"('name', 'Noriko Hodges')","('bday', '4 Jul 1993')","('created_time', '11-11-2018 16:00:08')","('shape', 'Diamond')","('health', 'Unhealthy')","('id', 1535739081.3453138)"
"('name', 'Jerrie Oconnor')","('bday', '1 Feb 1972')","('created_time', '11-11-2018 16:00:08')","('shape', 'Octagon')","('health', 'Unhealthy')","('id', 1537985798.347318)"
"('name', 'Malia Finley')","('bday', '4 Jul 1986')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1541770877.349318)"
"('name', 'Bertram Burke')","('bday', '7 Jan 1971')","('created_time', '11-11-2018 16:00:08')","('shape', 'Square')","('health', 'Healthy')","('id', 1541432049.3513184)"
"('name', 'Riley Maddox')","('bday', '26 Dec 1993')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Healthy')","('id', 1538816153.3533185)"
"('name', 'Guillermina Gray')","('bday', '4 May 1997')","('created_time', '11-11-2018 16:00:08')","('shape', 'Rectangle')","('health', 'Healthy')","('id', 1527048514.3553183)"
"('name', 'Shawna Wiggins')","('bday', '18 Jun 1964')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1535800110.3573184)"
"('name', 'Shaunte Thomas')","('bday', '27 Aug 1981')","('created_time', '11-11-2018 16:00:08')","('shape', 'Square')","('health', 'Unhealthy')","('id', 1530266870.3603137)"
"('name', 'Patricia Maldonado')","('bday', '7 Jun 1985')","('created_time', '11-11-2018 16:00:08')","('shape', 'Diamond')","('health', 'Healthy')","('id', 1325211964.3623188)"
"('name', 'Lynn Maxwell')","('bday', '27 Sept 1972')","('created_time', '11-11-2018 16:00:08')","('shape', 'Oval')","('health', 'Unhealthy')","('id', 1540537259.3643134)"
"('name', 'Wally Barnett')","('bday', '11 Feb 1997')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1538476698.3663192)"
"('name', 'Shantell Cantrell')","('bday', '6 Mar 1983')","('created_time', '11-11-2018 16:00:08')","('shape', 'Square')","('health', 'Unhealthy')","('id', 1519206186.369314)"
"('name', 'Bettie Goodwin')","('bday', '24 Jan 1980')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1538964847.3703191)"
"('name', 'Shaunte Goodwin')","('bday', '27 Aug 1981')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1529429703.3723197)"
"('name', 'Bettie Peterson')","('bday', '4 Feb 1993')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Healthy')","('id', 1512904599.3743193)"
"('name', 'Floyd Wiggins')","('bday', '3 Jul 1959')","('created_time', '11-11-2018 16:00:08')","('shape', 'Square')","('health', 'Unhealthy')","('id', 1539938823.3753195)"
"('name', 'Deangelo Hunter')","('bday', '21 Apr 1965')","('created_time', '11-11-2018 16:00:08')","('shape', 'Rectangle')","('health', 'Unhealthy')","('id', 1534219108.3773146)"
"('name', 'Shawna Pruitt')","('bday', '9 Sept 1995')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Healthy')","('id', 1535572726.37932)"
"('name', 'Truman Maxwell')","('bday', '24 May 1979')","('created_time', '11-11-2018 16:00:08')","('shape', 'Diamond')","('health', 'Healthy')","('id', 1533951942.381315)"
"('name', 'Wayne Doyle')","('bday', '24 Nov 1975')","('created_time', '11-11-2018 16:00:08')","('shape', 'Rectangle')","('health', 'Healthy')","('id', 1541652325.38232)"
"('name', 'Julius Porter')","('bday', '30 May 1992')","('created_time', '11-11-2018 16:00:08')","('shape', 'Square')","('health', 'Healthy')","('id', 1536320228.38432)"
"('name', 'Stephaine Berry')","('bday', '17 Sept 1971')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1535937179.38632)"
"('name', 'Bibi Collier')","('bday', '20 Nov 1977')","('created_time', '11-11-2018 16:00:08')","('shape', 'Diamond')","('health', 'Healthy')","('id', 1541531783.38732)"
"('name', 'Jeanna Quinn')","('bday', '4 Mar 1969')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1541615392.3893151)"
"('name', 'Laticia Roy')","('bday', '6 Feb 1960')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1541893426.3913205)"
"('name', 'Stephaine Summers')","('bday', '5 Apr 1988')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1479304459.3923204)"
"('name', 'Nancie Mosley')","('bday', '1 Oct 1958')","('created_time', '11-11-2018 16:00:08')","('shape', 'Oval')","('health', 'Unhealthy')","('id', 1538277320.3943155)"
"('name', 'Carolin Hawkins')","('bday', '25 Oct 1982')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Unhealthy')","('id', 1536705804.3963678)"
"('name', 'Dot Wolf')","('bday', '18 Aug 1964')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Healthy')","('id', 1541931831.3983214)"
"('name', 'Kenia Orr')","('bday', '4 Dec 1975')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1541960001.3993676)"
"('name', 'Alona Burnett')","('bday', '29 Jul 1999')","('created_time', '11-11-2018 16:00:08')","('shape', 'Triangle')","('health', 'Unhealthy')","('id', 1540544181.4013157)"
"('name', 'Dung Mckenzie')","('bday', '24 May 1995')","('created_time', '11-11-2018 16:00:08')","('shape', 'Circle')","('health', 'Healthy')","('id', 1530791808.403368)"
"('name', 'Yasmine Pearson')","('bday', '3 Mar 1999')","('created_time', '11-11-2018 16:00:08')","('shape', 'Rectangle')","('health', 'Unhealthy')","('id', 1528373033.4043813)"
