name,bday,date
"('created_time', '11-11-2018 15:19:59')","('name', 'Oliva')","('bday', '23 May 1996')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:00')","('name', 'Amber')","('bday', '7 Sept 1985')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:01')","('name', 'Anisa')","('bday', '9 Jun 1963')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:02')","('name', 'Annette')","('bday', '23 Feb 1979')","('shape', 'Triangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:02')","('name', 'Genevieve')","('bday', '29 Jun 1986')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:02')","('name', 'Brad')","('bday', '25 Mar 1983')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:03')","('name', 'Magan')","('bday', '13 Apr 1975')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:03')","('name', 'Patricia')","('bday', '7 Jul 1963')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:03')","('name', 'Vicky')","('bday', '13 Jul 1992')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:04')","('name', 'Lynn')","('bday', '5 Jun 1977')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:05')","('name', 'Eduardo')","('bday', '5 Sept 1962')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:05')","('name', 'Wally')","('bday', '28 May 1963')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:05')","('name', 'Adeline')","('bday', '23 Apr 1973')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:06')","('name', 'Kenia')","('bday', '11 Jun 1987')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:06')","('name', 'Johana')","('bday', '9 Dec 1979')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:07')","('name', 'Henrietta')","('bday', '10 Sept 1961')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:07')","('name', 'Angla')","('bday', '3 Aug 1983')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:07')","('name', 'Yasmine')","('bday', '26 Aug 1981')","('shape', 'Diamond')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:07')","('name', 'Elroy')","('bday', '2 Apr 1959')","('shape', 'Diamond')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:08')","('name', 'Shemika')","('bday', '29 Dec 1996')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:09')","('name', 'Shemika')","('bday', '10 Mar 1971')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:10')","('name', 'Jasmine')","('bday', '3 Sept 1960')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:10')","('name', 'Shawna')","('bday', '31 Oct 1990')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:10')","('name', 'Buffy')","('bday', '2 Nov 1959')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:11')","('name', 'Buffy')","('bday', '18 Jul 1991')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:11')","('name', 'Frederic')","('bday', '31 Jan 1962')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:12')","('name', 'Trinh')","('bday', '10 May 1973')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:12')","('name', 'Bettie')","('bday', '20 Apr 1990')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:12')","('name', 'Shemika')","('bday', '29 Jul 1999')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:13')","('name', 'Inocencia')","('bday', '10 Feb 1993')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:13')","('name', 'Jeanna')","('bday', '19 Nov 1992')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:14')","('name', 'Daisy')","('bday', '31 Jul 1991')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:14')","('name', 'Wally')","('bday', '10 Nov 1981')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:15')","('name', 'Shavonne')","('bday', '19 Dec 1994')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:16')","('name', 'Arla')","('bday', '4 Jul 1999')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:17')","('name', 'Dung')","('bday', '4 Jul 1978')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:18')","('name', 'Krishna')","('bday', '7 Aug 1998')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:18')","('name', 'Henrietta')","('bday', '28 Nov 1972')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:18')","('name', 'Shavonne')","('bday', '15 Jul 1993')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:19')","('name', 'Waldo')","('bday', '8 Sept 1997')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:20')","('name', 'Dot')","('bday', '8 Jul 1980')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:21')","('name', 'Lynn')","('bday', '25 Feb 1996')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:21')","('name', 'Shaunte')","('bday', '16 Aug 1967')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:22')","('name', 'Irmgard')","('bday', '6 Jul 1957')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:22')","('name', 'Leida')","('bday', '14 May 1986')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:23')","('name', 'Keira')","('bday', '8 Apr 1997')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:23')","('name', 'Mammie')","('bday', '19 Nov 1958')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:23')","('name', 'Laraine')","('bday', '23 Jul 1990')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:23')","('name', 'Johana')","('bday', '3 Apr 1990')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:24')","('name', 'Henrietta')","('bday', '31 Mar 1981')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:24')","('name', 'Collin')","('bday', '24 Nov 1962')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:25')","('name', 'Genevieve')","('bday', '10 Jul 1991')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:25')","('name', 'Adeline')","('bday', '16 Jan 1993')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:25')","('name', 'Justine')","('bday', '2 Jan 1967')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:25')","('name', 'Kenia')","('bday', '7 Apr 1985')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:26')","('name', 'Wally')","('bday', '29 Apr 1985')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:27')","('name', 'Glenna')","('bday', '8 Feb 1984')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:28')","('name', 'Frederic')","('bday', '29 Aug 1987')","('shape', 'Triangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:28')","('name', 'Alan')","('bday', '9 Jun 1964')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:28')","('name', 'Shemika')","('bday', '26 Oct 1981')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:28')","('name', 'Henrietta')","('bday', '3 Aug 1990')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:29')","('name', 'Shawna')","('bday', '11 Feb 1983')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:30')","('name', 'Na')","('bday', '3 Mar 1978')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:30')","('name', 'Riley')","('bday', '29 Oct 1982')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:31')","('name', 'Jeanna')","('bday', '5 May 1959')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:31')","('name', 'Luella')","('bday', '3 Oct 1966')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:32')","('name', 'Carin')","('bday', '17 Mar 1997')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:32')","('name', 'Dot')","('bday', '6 Nov 1986')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:20:32')","('name', 'Luella')","('bday', '30 Oct 1999')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:32')","('name', 'Julius')","('bday', '15 Aug 1987')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:32')","('name', 'Leida')","('bday', '7 Jul 1997')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:33')","('name', 'Annette')","('bday', '31 Oct 1978')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:20:34')","('name', 'Melania')","('bday', '18 Oct 1999')","('shape', 'Square')","('health', 'Unhealthy')"
