name,bday,date
"('created_time', '11-11-2018 15:21:18')","('name', 'Carin')","('bday', '17 Sept 1969')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Shawna')","('bday', '9 Jan 1987')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Elisa')","('bday', '20 Nov 1980')","('shape', 'Diamond')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Mirtha')","('bday', '3 Jan 1962')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Adeline')","('bday', '2 Feb 1971')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Darlene')","('bday', '10 Sept 1974')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Jasmine')","('bday', '17 Nov 1990')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Inocencia')","('bday', '11 Mar 1993')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Danika')","('bday', '13 Feb 1996')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Bettie')","('bday', '2 Nov 1967')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Irmgard')","('bday', '9 Aug 1992')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Margarett')","('bday', '21 Apr 1964')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Keely')","('bday', '22 Sept 1984')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Lyndsay')","('bday', '1 Feb 1976')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Salena')","('bday', '2 Oct 1971')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Darlene')","('bday', '20 Jan 1979')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Julian')","('bday', '28 Oct 1988')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Howard')","('bday', '1 Sept 1974')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Bertram')","('bday', '13 Aug 1994')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Alona')","('bday', '13 May 1959')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Julius')","('bday', '7 Jun 1997')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Krishna')","('bday', '30 Sept 1964')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Carin')","('bday', '12 Jun 1969')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Syble')","('bday', '22 May 1971')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Nancie')","('bday', '21 Jan 1958')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Irmgard')","('bday', '15 Nov 1957')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Keira')","('bday', '20 Apr 1979')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Bettie')","('bday', '26 Sept 1980')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Jasmine')","('bday', '28 Jun 1988')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Stephaine')","('bday', '3 Oct 1959')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Phung')","('bday', '15 Oct 1959')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Zana')","('bday', '28 Aug 1995')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Rick')","('bday', '19 Oct 1963')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Celinda')","('bday', '14 Jan 1958')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Na')","('bday', '10 Dec 1963')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Shavonne')","('bday', '30 Jul 1998')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Terica')","('bday', '26 Apr 1998')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Carin')","('bday', '18 Jun 1961')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Laticia')","('bday', '27 May 1991')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Phung')","('bday', '15 Jan 1972')","('shape', 'Triangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Alan')","('bday', '26 Feb 1960')","('shape', 'Triangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Oliva')","('bday', '26 Dec 1996')","('shape', 'Diamond')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Na')","('bday', '13 Dec 1988')","('shape', 'Square')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Genevieve')","('bday', '18 Jan 1976')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Laticia')","('bday', '11 Mar 1961')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Irmgard')","('bday', '24 May 1967')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Truman')","('bday', '21 Aug 1969')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Carin')","('bday', '16 Feb 1962')","('shape', 'Triangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Kendal')","('bday', '1 Mar 1992')","('shape', 'Rectangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Angla')","('bday', '11 Aug 1972')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Brady')","('bday', '14 Jan 1982')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Patricia')","('bday', '3 Apr 1985')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Johana')","('bday', '6 Apr 1978')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Jerrie')","('bday', '10 Mar 1978')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Julius')","('bday', '9 Jan 1982')","('shape', 'Rectangle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Danika')","('bday', '1 Nov 1969')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Lyndsay')","('bday', '11 Mar 1996')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Frederic')","('bday', '10 May 1982')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Arla')","('bday', '13 Jul 1966')","('shape', 'Diamond')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Alona')","('bday', '27 Jun 1999')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Zana')","('bday', '12 Jan 1976')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Elisa')","('bday', '29 Jul 1999')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Lyndsay')","('bday', '21 Jan 1996')","('shape', 'Triangle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Shaunte')","('bday', '11 Mar 1971')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Keira')","('bday', '10 Dec 1990')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Deangelo')","('bday', '8 May 1961')","('shape', 'Oval')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Shantell')","('bday', '5 Aug 1971')","('shape', 'Oval')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Darlene')","('bday', '30 May 1969')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Inocencia')","('bday', '11 Feb 1995')","('shape', 'Square')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Syble')","('bday', '9 Jun 1984')","('shape', 'Circle')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Oliva')","('bday', '28 Dec 1994')","('shape', 'Octagon')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Salena')","('bday', '24 Jul 1994')","('shape', 'Circle')","('health', 'Healthy')"
"('created_time', '11-11-2018 15:21:18')","('name', 'Wayne')","('bday', '10 Jul 1993')","('shape', 'Octagon')","('health', 'Unhealthy')"
"('created_time', '11-11-2018 15:21:19')","('name', 'Nancie')","('bday', '18 Feb 1963')","('shape', 'Octagon')","('health', 'Unhealthy')"
